OrderDate,Category,Region,CustomerSegment,Channel,Price,Quantity,Discount,Revenue,Rating,Age,Month,Quarter,Year
2024-03-24,Electronics,West,Returning,In-Store,827.68,4,0.2,2648.58,2.6,42,2024-03,2024Q1,2024
2024-03-24,Home & Garden,South,Returning,Online,161.33,2,0.0,322.66,3.7,42,2024-03,2024Q1,2024
2024-03-24,Books,North,Returning,In-Store,11.12,1,0.2,8.9,3.8,40,2024-03,2024Q1,2024
2024-03-25,Home & Garden,East,Returning,Online,110.86,5,0.1,498.87,2.5,48,2024-03,2024Q1,2024
2024-03-25,Electronics,East,VIP,Mobile App,135.69,5,0.05,644.53,4.4,43,2024-03,2024Q1,2024
2024-03-26,Clothing,North,VIP,In-Store,51.8,3,0.05,147.63,4.4,45,2024-03,2024Q1,2024
2024-03-26,Home & Garden,Central,Returning,In-Store,408.41,5,0.2,1633.64,3.3,37,2024-03,2024Q1,2024
2024-03-26,Books,North,Returning,Online,52.25,3,0.0,156.75,4.3,32,2024-03,2024Q1,2024
2024-03-26,Sports,West,Returning,Mobile App,91.92,4,0.15,312.53,3.4,52,2024-03,2024Q1,2024
2024-03-26,Electronics,South,Returning,Online,652.73,1,0.15,554.82,3.4,42,2024-03,2024Q1,2024
2024-03-27,Electronics,West,New,Online,846.31,4,0.0,3385.24,4.0,42,2024-03,2024Q1,2024
2024-03-27,Electronics,Central,New,In-Store,123.82,4,0.0,495.28,3.8,33,2024-03,2024Q1,2024
2024-03-28,Home & Garden,West,VIP,Online,122.48,4,0.2,391.94,3.4,32,2024-03,2024Q1,2024
2024-03-28,Sports,North,Returning,Online,152.79,4,0.0,611.16,4.0,49,2024-03,2024Q1,2024
2024-03-28,Electronics,Central,New,Mobile App,988.11,4,0.05,3754.82,3.7,45,2024-03,2024Q1,2024
2024-03-29,Electronics,South,New,In-Store,823.86,2,0.2,1318.18,2.0,43,2024-03,2024Q1,2024
2024-03-29,Books,North,Returning,Online,33.44,2,0.0,66.88,3.5,46,2024-03,2024Q1,2024
2024-03-29,Electronics,North,New,In-Store,96.58,1,0.05,91.75,4.7,29,2024-03,2024Q1,2024
2024-03-30,Electronics,Central,New,In-Store,200.02,5,0.0,1000.1,3.6,18,2024-03,2024Q1,2024
2024-03-30,Sports,East,VIP,Online,156.13,5,0.0,780.65,4.5,55,2024-03,2024Q1,2024
2024-03-30,Electronics,West,Returning,In-Store,670.45,1,0.0,670.45,3.0,42,2024-03,2024Q1,2024
2024-03-30,Home & Garden,Central,VIP,Online,272.96,3,0.0,818.88,4.9,26,2024-03,2024Q1,2024
2024-03-31,Electronics,Central,Returning,Online,931.08,2,0.05,1769.05,3.4,44,2024-03,2024Q1,2024
2024-04-01,Clothing,West,New,Mobile App,164.66,5,0.2,658.64,4.9,44,2024-04,2024Q2,2024
2024-04-01,Sports,North,New,Online,79.55,3,0.1,214.78,3.7,37,2024-04,2024Q2,2024
2024-04-01,Electronics,West,Returning,Online,737.96,3,0.05,2103.19,3.0,30,2024-04,2024Q2,2024
2024-04-01,Sports,North,New,Mobile App,207.07,3,0.0,621.21,4.3,38,2024-04,2024Q2,2024
2024-04-02,Electronics,South,New,In-Store,1090.86,3,0.0,3272.58,4.2,48,2024-04,2024Q2,2024
2024-04-02,Sports,West,Returning,In-Store,234.36,2,0.0,468.72,2.9,57,2024-04,2024Q2,2024
2024-04-03,Electronics,Central,New,Online,536.39,1,0.0,536.39,4.8,33,2024-04,2024Q2,2024
2024-04-04,Books,East,New,In-Store,34.0,4,0.15,115.6,4.1,48,2024-04,2024Q2,2024
2024-04-04,Electronics,East,Returning,Online,1157.4,1,0.0,1157.4,3.1,50,2024-04,2024Q2,2024
2024-04-04,Clothing,Central,Returning,Online,65.96,5,0.15,280.33,4.4,68,2024-04,2024Q2,2024
2024-04-04,Electronics,Central,VIP,Mobile App,1141.17,1,0.0,1141.17,4.4,22,2024-04,2024Q2,2024
2024-04-05,Home & Garden,South,Returning,In-Store,420.48,5,0.0,2102.4,3.2,47,2024-04,2024Q2,2024
2024-04-05,Sports,North,VIP,In-Store,178.62,5,0.15,759.14,4.5,69,2024-04,2024Q2,2024
2024-04-05,Clothing,East,VIP,Online,25.27,5,0.0,126.35,4.0,39,2024-04,2024Q2,2024
2024-04-05,Books,West,New,In-Store,14.01,3,0.0,42.03,3.4,44,2024-04,2024Q2,2024
2024-04-06,Books,Central,New,Online,55.35,3,0.0,166.05,4.1,31,2024-04,2024Q2,2024
2024-04-07,Sports,North,New,In-Store,110.18,2,0.05,209.34,2.8,46,2024-04,2024Q2,2024
2024-04-07,Electronics,North,New,Online,828.25,5,0.15,3520.06,3.4,49,2024-04,2024Q2,2024
2024-04-07,Clothing,East,VIP,Online,113.26,1,0.1,101.93,3.7,20,2024-04,2024Q2,2024
2024-04-08,Electronics,East,New,Mobile App,253.7,5,0.2,1014.8,4.4,21,2024-04,2024Q2,2024
2024-04-08,Home & Garden,South,Returning,Online,219.27,5,0.1,986.72,3.0,43,2024-04,2024Q2,2024
2024-04-08,Books,West,Returning,Online,46.62,4,0.0,186.48,3.3,26,2024-04,2024Q2,2024
2024-04-08,Home & Garden,East,Returning,Online,248.14,4,0.0,992.56,3.9,36,2024-04,2024Q2,2024
2024-04-08,Sports,Central,New,Mobile App,236.15,3,0.05,673.03,2.7,28,2024-04,2024Q2,2024
2024-04-08,Clothing,West,Returning,Mobile App,53.68,1,0.0,53.68,1.9,18,2024-04,2024Q2,2024
2024-04-08,Books,South,Returning,In-Store,28.5,4,0.15,96.9,3.6,49,2024-04,2024Q2,2024
2024-04-08,Clothing,North,New,Online,16.4,2,0.0,32.8,2.6,46,2024-04,2024Q2,2024
2024-04-08,Electronics,North,New,Online,1004.67,5,0.0,5023.35,2.9,25,2024-04,2024Q2,2024
2024-04-08,Sports,Central,New,Online,279.48,3,0.0,838.44,3.7,53,2024-04,2024Q2,2024
2024-04-09,Books,North,New,Online,18.01,2,0.0,36.02,4.2,41,2024-04,2024Q2,2024
2024-04-09,Home & Garden,East,Returning,Online,198.22,4,0.1,713.59,4.0,50,2024-04,2024Q2,2024
2024-04-09,Sports,South,VIP,Online,89.69,3,0.05,255.62,4.4,46,2024-04,2024Q2,2024
2024-04-11,Sports,Central,Returning,Online,136.39,5,0.15,579.66,3.4,35,2024-04,2024Q2,2024
2024-04-11,Clothing,Central,New,In-Store,100.28,3,0.05,285.8,2.7,45,2024-04,2024Q2,2024
2024-04-12,Home & Garden,South,Returning,Online,254.65,4,0.0,1018.6,3.6,39,2024-04,2024Q2,2024
2024-04-12,Sports,West,Returning,Online,267.93,1,0.2,214.34,4.5,43,2024-04,2024Q2,2024
2024-04-12,Sports,South,Returning,Online,13.05,1,0.1,11.74,4.2,38,2024-04,2024Q2,2024
2024-04-12,Electronics,East,Returning,In-Store,975.34,2,0.0,1950.68,4.2,43,2024-04,2024Q2,2024
2024-04-13,Books,South,New,Mobile App,5.33,1,0.1,4.8,3.1,33,2024-04,2024Q2,2024
2024-04-13,Books,North,VIP,Online,7.78,4,0.0,31.12,5.0,19,2024-04,2024Q2,2024
2024-04-13,Electronics,South,New,Online,894.27,2,0.0,1788.54,2.9,34,2024-04,2024Q2,2024
2024-04-14,Home & Garden,North,New,In-Store,492.78,4,0.0,1971.12,3.3,44,2024-04,2024Q2,2024
2024-04-15,Sports,South,VIP,Online,73.82,1,0.1,66.44,5.0,52,2024-04,2024Q2,2024
2024-04-15,Sports,South,New,Online,226.26,4,0.0,905.04,3.4,46,2024-04,2024Q2,2024
2024-04-15,Electronics,South,VIP,In-Store,1059.5,4,0.0,4238.0,4.2,37,2024-04,2024Q2,2024
2024-04-15,Clothing,South,New,Online,100.89,4,0.2,322.85,2.5,70,2024-04,2024Q2,2024
2024-04-15,Sports,South,New,Online,177.18,3,0.05,504.96,4.0,28,2024-04,2024Q2,2024
2024-04-16,Home & Garden,Central,VIP,In-Store,187.32,2,0.0,374.64,4.0,42,2024-04,2024Q2,2024
2024-04-16,Clothing,South,Returning,Online,142.64,2,0.05,271.02,3.6,62,2024-04,2024Q2,2024
2024-04-16,Electronics,North,Returning,Mobile App,831.49,4,0.1,2993.36,4.1,35,2024-04,2024Q2,2024
2024-04-16,Electronics,Central,Returning,Online,450.85,5,0.0,2254.25,4.8,48,2024-04,2024Q2,2024
2024-04-17,Electronics,West,New,Online,655.5,2,0.05,1245.45,4.0,55,2024-04,2024Q2,2024
2024-04-17,Home & Garden,South,Returning,Online,433.15,3,0.05,1234.48,4.7,25,2024-04,2024Q2,2024
2024-04-18,Sports,North,Returning,Online,169.79,1,0.0,169.79,2.8,56,2024-04,2024Q2,2024
2024-04-18,Electronics,South,Returning,Online,377.96,1,0.0,377.96,5.0,43,2024-04,2024Q2,2024
2024-04-18,Sports,South,New,Online,134.28,3,0.0,402.84,2.8,49,2024-04,2024Q2,2024
2024-04-20,Home & Garden,East,New,Online,325.95,5,0.0,1629.75,3.7,48,2024-04,2024Q2,2024
2024-04-20,Home & Garden,North,Returning,Mobile App,276.03,2,0.2,441.65,4.7,19,2024-04,2024Q2,2024
2024-04-20,Electronics,West,VIP,Online,93.68,1,0.0,93.68,3.1,38,2024-04,2024Q2,2024
2024-04-20,Books,South,New,Online,18.61,1,0.05,17.68,4.2,54,2024-04,2024Q2,2024
2024-04-21,Clothing,Central,New,In-Store,184.69,4,0.15,627.95,2.5,49,2024-04,2024Q2,2024
2024-04-22,Home & Garden,West,Returning,Mobile App,213.77,4,0.05,812.33,2.9,49,2024-04,2024Q2,2024
2024-04-22,Clothing,East,VIP,In-Store,163.71,4,0.0,654.84,3.2,29,2024-04,2024Q2,2024
2024-04-22,Electronics,West,New,In-Store,293.68,3,0.0,881.04,2.6,30,2024-04,2024Q2,2024
2024-04-22,Electronics,West,Returning,In-Store,377.38,1,0.0,377.38,3.2,54,2024-04,2024Q2,2024
2024-04-22,Clothing,South,Returning,Online,37.8,3,0.0,113.4,3.3,48,2024-04,2024Q2,2024
2024-04-22,Electronics,South,New,Mobile App,933.78,2,0.1,1680.8,4.3,40,2024-04,2024Q2,2024
2024-04-22,Clothing,North,New,In-Store,146.86,3,0.0,440.58,4.3,49,2024-04,2024Q2,2024
2024-04-23,Home & Garden,North,New,Online,316.03,4,0.0,1264.12,3.8,26,2024-04,2024Q2,2024
2024-04-23,Electronics,South,New,In-Store,981.85,2,0.2,1570.96,3.8,43,2024-04,2024Q2,2024
2024-04-24,Clothing,West,Returning,Online,77.38,2,0.05,147.02,3.8,46,2024-04,2024Q2,2024
2024-04-24,Electronics,North,New,In-Store,435.39,2,0.0,870.78,2.6,31,2024-04,2024Q2,2024
2024-04-24,Electronics,West,New,In-Store,1139.91,4,0.0,4559.64,3.2,31,2024-04,2024Q2,2024
2024-04-25,Clothing,Central,New,Online,174.48,2,0.15,296.62,3.9,46,2024-04,2024Q2,2024
2024-04-25,Sports,East,VIP,Online,58.3,1,0.1,52.47,5.0,46,2024-04,2024Q2,2024
2024-04-26,Books,South,Returning,In-Store,38.89,4,0.0,155.56,4.5,46,2024-04,2024Q2,2024
2024-04-26,Sports,North,New,Mobile App,173.0,3,0.0,519.0,3.1,40,2024-04,2024Q2,2024
2024-04-26,Electronics,East,New,Online,198.28,1,0.1,178.45,2.8,32,2024-04,2024Q2,2024
2024-04-26,Clothing,East,Returning,Online,97.64,4,0.0,390.56,4.2,43,2024-04,2024Q2,2024
2024-04-26,Sports,West,New,Online,73.06,3,0.15,186.3,3.4,51,2024-04,2024Q2,2024
2024-04-27,Home & Garden,North,Returning,Online,172.61,5,0.0,863.05,3.6,34,2024-04,2024Q2,2024
2024-04-27,Home & Garden,Central,VIP,Online,244.29,3,0.0,732.87,4.3,30,2024-04,2024Q2,2024
2024-04-27,Clothing,East,VIP,Online,163.66,3,0.0,490.98,4.6,18,2024-04,2024Q2,2024
2024-04-27,Electronics,South,New,In-Store,640.11,3,0.1,1728.3,4.9,23,2024-04,2024Q2,2024
2024-04-27,Home & Garden,East,New,Online,220.35,2,0.2,352.56,3.7,35,2024-04,2024Q2,2024
2024-04-28,Clothing,Central,New,In-Store,81.89,5,0.05,388.98,4.7,39,2024-04,2024Q2,2024
2024-04-28,Home & Garden,Central,New,Online,141.66,4,0.15,481.64,3.4,46,2024-04,2024Q2,2024
2024-04-28,Clothing,West,New,In-Store,143.3,3,0.05,408.4,3.4,52,2024-04,2024Q2,2024
2024-04-29,Electronics,South,Returning,Online,177.81,4,0.1,640.12,4.3,44,2024-04,2024Q2,2024
2024-04-29,Clothing,North,New,Online,37.11,5,0.0,185.55,2.5,22,2024-04,2024Q2,2024
2024-04-29,Clothing,North,Returning,In-Store,145.16,2,0.0,290.32,2.4,52,2024-04,2024Q2,2024
2024-04-29,Books,East,Returning,Online,9.61,1,0.05,9.13,3.4,26,2024-04,2024Q2,2024
2024-04-29,Clothing,South,Returning,Online,88.13,4,0.0,352.52,2.3,35,2024-04,2024Q2,2024
2024-04-30,Home & Garden,North,VIP,In-Store,453.01,1,0.0,453.01,4.7,62,2024-04,2024Q2,2024
2024-04-30,Clothing,West,Returning,In-Store,53.11,4,0.0,212.44,1.8,40,2024-04,2024Q2,2024
2024-05-01,Clothing,South,Returning,In-Store,85.34,2,0.0,170.68,1.9,31,2024-05,2024Q2,2024
2024-05-01,Sports,North,Returning,Online,97.36,2,0.0,194.72,3.0,51,2024-05,2024Q2,2024
2024-05-01,Home & Garden,Central,New,Online,369.36,1,0.0,369.36,4.6,59,2024-05,2024Q2,2024
2024-05-01,Clothing,West,New,Online,76.78,1,0.0,76.78,2.9,42,2024-05,2024Q2,2024
2024-05-02,Clothing,East,Returning,Online,113.03,5,0.2,452.12,2.4,31,2024-05,2024Q2,2024
2024-05-03,Clothing,East,New,Mobile App,89.13,2,0.15,151.52,3.3,37,2024-05,2024Q2,2024
2024-05-03,Electronics,South,Returning,In-Store,300.94,2,0.0,601.88,4.1,55,2024-05,2024Q2,2024
2024-05-04,Clothing,North,VIP,Mobile App,56.77,2,0.2,90.83,2.9,33,2024-05,2024Q2,2024
2024-05-05,Home & Garden,South,Returning,Mobile App,478.11,2,0.15,812.79,4.2,34,2024-05,2024Q2,2024
2024-05-05,Home & Garden,Central,Returning,Online,49.42,1,0.0,49.42,3.5,63,2024-05,2024Q2,2024
2024-05-05,Home & Garden,Central,Returning,Online,235.4,3,0.0,706.2,3.3,52,2024-05,2024Q2,2024
2024-05-05,Books,West,Returning,In-Store,25.23,1,0.15,21.45,3.1,62,2024-05,2024Q2,2024
2024-05-06,Home & Garden,Central,Returning,Mobile App,42.45,5,0.0,212.25,3.5,48,2024-05,2024Q2,2024
2024-05-06,Electronics,North,Returning,Online,414.44,4,0.0,1657.76,2.8,44,2024-05,2024Q2,2024
2024-05-06,Electronics,West,Returning,Online,888.66,4,0.0,3554.64,4.1,32,2024-05,2024Q2,2024
2024-05-07,Sports,South,Returning,In-Store,70.05,1,0.0,70.05,3.4,49,2024-05,2024Q2,2024
2024-05-07,Sports,East,New,Online,107.83,3,0.0,323.49,3.1,28,2024-05,2024Q2,2024
2024-05-07,Clothing,Central,New,In-Store,150.82,1,0.0,150.82,3.9,27,2024-05,2024Q2,2024
2024-05-08,Books,East,New,In-Store,37.93,2,0.0,75.86,3.4,33,2024-05,2024Q2,2024
2024-05-09,Home & Garden,West,VIP,Online,106.98,1,0.0,106.98,4.2,24,2024-05,2024Q2,2024
2024-05-09,Home & Garden,South,New,In-Store,434.93,2,0.0,869.86,4.5,48,2024-05,2024Q2,2024
2024-05-09,Clothing,South,Returning,In-Store,154.84,3,0.05,441.29,1.2,36,2024-05,2024Q2,2024
2024-05-09,Electronics,South,New,Online,835.54,1,0.1,751.99,4.9,41,2024-05,2024Q2,2024
2024-05-09,Sports,West,New,Online,83.47,3,0.0,250.41,3.7,65,2024-05,2024Q2,2024
2024-05-10,Home & Garden,South,New,Online,282.41,2,0.05,536.58,4.1,18,2024-05,2024Q2,2024
2024-05-10,Home & Garden,East,New,Online,464.12,4,0.0,1856.48,5.0,18,2024-05,2024Q2,2024
2024-05-10,Electronics,West,New,Mobile App,922.77,5,0.0,4613.85,3.7,32,2024-05,2024Q2,2024
2024-05-10,Sports,South,New,In-Store,243.64,5,0.0,1218.2,2.6,49,2024-05,2024Q2,2024
2024-05-10,Electronics,West,New,Online,1163.76,5,0.0,5818.8,3.6,24,2024-05,2024Q2,2024
2024-05-11,Books,Central,New,Online,40.8,4,0.0,163.2,3.7,56,2024-05,2024Q2,2024
2024-05-11,Electronics,West,New,Online,1181.74,1,0.15,1004.48,3.8,31,2024-05,2024Q2,2024
2024-05-12,Electronics,East,New,Online,751.16,5,0.1,3380.22,3.3,51,2024-05,2024Q2,2024
2024-05-12,Home & Garden,East,VIP,Online,124.77,2,0.0,249.54,3.4,50,2024-05,2024Q2,2024
2024-05-12,Electronics,Central,New,Online,914.46,4,0.0,3657.84,4.0,31,2024-05,2024Q2,2024
2024-05-12,Clothing,West,New,In-Store,152.35,2,0.0,304.7,3.9,23,2024-05,2024Q2,2024
2024-05-12,Books,Central,Returning,Online,58.12,2,0.0,116.24,4.1,24,2024-05,2024Q2,2024
2024-05-13,Electronics,North,New,In-Store,871.24,5,0.05,4138.39,3.7,23,2024-05,2024Q2,2024
2024-05-13,Sports,South,VIP,Online,242.0,5,0.05,1149.5,4.1,28,2024-05,2024Q2,2024
2024-05-14,Clothing,West,New,Mobile App,127.06,1,0.05,120.71,3.5,50,2024-05,2024Q2,2024
2024-05-14,Electronics,West,New,Online,599.03,5,0.15,2545.88,3.0,31,2024-05,2024Q2,2024
2024-05-16,Electronics,North,Returning,Online,258.73,3,0.0,776.19,4.0,60,2024-05,2024Q2,2024
2024-05-16,Sports,Central,New,Mobile App,148.58,5,0.0,742.9,3.9,47,2024-05,2024Q2,2024
2024-05-16,Sports,North,Returning,Online,230.01,2,0.0,460.02,3.8,42,2024-05,2024Q2,2024
2024-05-16,Sports,South,Returning,Online,295.71,5,0.15,1256.77,4.1,18,2024-05,2024Q2,2024
2024-05-17,Clothing,Central,Returning,In-Store,53.83,5,0.0,269.15,4.0,18,2024-05,2024Q2,2024
2024-05-18,Electronics,East,Returning,Mobile App,565.46,4,0.0,2261.84,2.9,21,2024-05,2024Q2,2024
2024-05-18,Clothing,South,New,Online,73.99,2,0.0,147.98,4.0,18,2024-05,2024Q2,2024
2024-05-19,Books,South,Returning,Mobile App,54.08,3,0.0,162.24,4.0,31,2024-05,2024Q2,2024
2024-05-19,Home & Garden,West,VIP,In-Store,47.63,3,0.0,142.89,4.8,32,2024-05,2024Q2,2024
2024-05-20,Books,West,VIP,Online,33.91,5,0.0,169.55,5.0,36,2024-05,2024Q2,2024
2024-05-20,Home & Garden,North,New,Online,77.64,5,0.0,388.2,4.2,43,2024-05,2024Q2,2024
2024-05-20,Electronics,South,Returning,In-Store,547.61,5,0.0,2738.05,3.2,35,2024-05,2024Q2,2024
2024-05-21,Electronics,East,VIP,In-Store,868.56,1,0.15,738.28,3.3,25,2024-05,2024Q2,2024
2024-05-22,Books,West,New,Online,33.49,5,0.0,167.45,4.6,36,2024-05,2024Q2,2024
2024-05-22,Sports,West,New,In-Store,265.46,1,0.0,265.46,2.6,30,2024-05,2024Q2,2024
2024-05-22,Sports,West,VIP,Online,270.14,3,0.0,810.42,4.2,23,2024-05,2024Q2,2024
2024-05-22,Home & Garden,East,New,Mobile App,467.74,1,0.0,467.74,3.7,47,2024-05,2024Q2,2024
2024-05-23,Clothing,South,Returning,Mobile App,177.22,4,0.0,708.88,3.3,30,2024-05,2024Q2,2024
2024-05-23,Clothing,West,VIP,Online,134.28,4,0.15,456.55,3.4,50,2024-05,2024Q2,2024
2024-05-23,Electronics,East,Returning,Online,488.14,5,0.1,2196.63,3.1,49,2024-05,2024Q2,2024
2024-05-23,Electronics,South,Returning,Online,529.13,4,0.05,2010.69,2.8,35,2024-05,2024Q2,2024
2024-05-23,Books,South,VIP,Online,54.29,1,0.0,54.29,3.7,48,2024-05,2024Q2,2024
2024-05-24,Electronics,Central,New,Online,435.89,1,0.05,414.1,4.0,45,2024-05,2024Q2,2024
2024-05-24,Electronics,East,New,Mobile App,267.05,4,0.0,1068.2,2.2,29,2024-05,2024Q2,2024
2024-05-24,Home & Garden,Central,Returning,Online,208.5,3,0.05,594.22,2.8,33,2024-05,2024Q2,2024
2024-05-24,Clothing,South,Returning,Online,90.95,5,0.15,386.54,2.5,28,2024-05,2024Q2,2024
2024-05-24,Books,West,New,In-Store,28.94,2,0.15,49.2,4.5,37,2024-05,2024Q2,2024
2024-05-24,Sports,East,New,In-Store,172.72,4,0.0,690.88,4.4,54,2024-05,2024Q2,2024
2024-05-25,Sports,North,New,Online,38.7,2,0.1,69.66,3.1,38,2024-05,2024Q2,2024
2024-05-25,Home & Garden,West,VIP,In-Store,328.36,1,0.0,328.36,4.0,25,2024-05,2024Q2,2024
2024-05-25,Electronics,North,Returning,Online,1088.25,5,0.0,5441.25,3.5,18,2024-05,2024Q2,2024
2024-05-25,Home & Garden,South,VIP,In-Store,397.34,1,0.0,397.34,4.4,45,2024-05,2024Q2,2024
2024-05-26,Books,East,Returning,In-Store,50.7,2,0.0,101.4,3.6,34,2024-05,2024Q2,2024
2024-05-26,Electronics,South,Returning,Online,884.78,4,0.0,3539.12,3.9,24,2024-05,2024Q2,2024
2024-05-26,Home & Garden,West,New,In-Store,351.26,3,0.05,1001.09,2.4,31,2024-05,2024Q2,2024
2024-05-26,Books,Central,Returning,Mobile App,19.6,1,0.0,19.6,4.2,18,2024-05,2024Q2,2024
2024-05-27,Sports,West,New,In-Store,90.46,3,0.0,271.38,3.9,63,2024-05,2024Q2,2024
2024-05-27,Sports,North,New,Online,294.7,5,0.0,1473.5,3.3,59,2024-05,2024Q2,2024
2024-05-27,Electronics,South,Returning,Online,1006.3,2,0.0,2012.6,2.8,52,2024-05,2024Q2,2024
2024-05-28,Books,South,Returning,In-Store,33.2,1,0.05,31.54,2.2,29,2024-05,2024Q2,2024
2024-05-28,Books,North,Returning,Mobile App,48.48,5,0.0,242.4,3.0,57,2024-05,2024Q2,2024
2024-05-29,Electronics,West,VIP,Online,199.91,5,0.1,899.6,3.6,50,2024-05,2024Q2,2024
2024-05-30,Home & Garden,East,Returning,Mobile App,472.48,3,0.0,1417.44,2.8,69,2024-05,2024Q2,2024
2024-05-30,Clothing,Central,New,In-Store,67.29,4,0.1,242.24,3.0,23,2024-05,2024Q2,2024
2024-05-30,Books,West,New,Online,53.89,5,0.0,269.45,4.4,40,2024-05,2024Q2,2024
2024-05-31,Clothing,South,New,Online,183.5,5,0.0,917.5,2.8,18,2024-05,2024Q2,2024
2024-05-31,Books,North,VIP,In-Store,58.64,3,0.15,149.53,4.7,21,2024-05,2024Q2,2024
2024-05-31,Books,Central,Returning,In-Store,32.83,4,0.0,131.32,3.5,30,2024-05,2024Q2,2024
2024-06-01,Home & Garden,West,New,Mobile App,25.83,5,0.05,122.69,3.6,43,2024-06,2024Q2,2024
2024-06-01,Home & Garden,West,New,Online,266.94,1,0.05,253.59,3.3,18,2024-06,2024Q2,2024
2024-06-01,Home & Garden,East,Returning,Mobile App,260.89,5,0.0,1304.45,5.0,28,2024-06,2024Q2,2024
2024-06-01,Books,East,Returning,Mobile App,15.69,4,0.0,62.76,2.5,69,2024-06,2024Q2,2024
2024-06-02,Home & Garden,East,VIP,Mobile App,116.8,1,0.0,116.8,4.0,71,2024-06,2024Q2,2024
2024-06-02,Electronics,West,New,In-Store,1198.07,1,0.0,1198.07,4.1,56,2024-06,2024Q2,2024
2024-06-02,Clothing,North,New,Mobile App,144.12,5,0.0,720.6,3.9,20,2024-06,2024Q2,2024
2024-06-03,Electronics,North,New,In-Store,539.9,3,0.0,1619.7,4.4,59,2024-06,2024Q2,2024
2024-06-04,Clothing,South,Returning,Mobile App,161.61,5,0.2,646.44,4.1,50,2024-06,2024Q2,2024
2024-06-04,Electronics,East,New,Mobile App,636.21,5,0.0,3181.05,5.0,26,2024-06,2024Q2,2024
2024-06-05,Electronics,East,New,Mobile App,506.32,1,0.0,506.32,3.0,41,2024-06,2024Q2,2024
2024-06-05,Home & Garden,East,VIP,Online,198.71,3,0.05,566.32,5.0,49,2024-06,2024Q2,2024
2024-06-05,Sports,Central,Returning,Online,201.81,2,0.1,363.26,4.2,31,2024-06,2024Q2,2024
2024-06-05,Books,South,VIP,In-Store,26.6,1,0.0,26.6,4.2,32,2024-06,2024Q2,2024
2024-06-05,Electronics,North,New,Mobile App,279.25,2,0.0,558.5,2.7,24,2024-06,2024Q2,2024
2024-06-06,Home & Garden,East,Returning,Online,286.65,1,0.0,286.65,2.6,40,2024-06,2024Q2,2024
2024-06-06,Sports,East,New,Online,210.58,2,0.0,421.16,4.9,24,2024-06,2024Q2,2024
2024-06-07,Electronics,North,New,In-Store,397.88,5,0.0,1989.4,4.9,58,2024-06,2024Q2,2024
2024-06-07,Clothing,South,Returning,Online,99.16,1,0.15,84.29,3.9,21,2024-06,2024Q2,2024
2024-06-07,Clothing,Central,Returning,Online,79.32,4,0.0,317.28,3.3,40,2024-06,2024Q2,2024
2024-06-08,Clothing,North,Returning,In-Store,109.85,1,0.0,109.85,2.4,32,2024-06,2024Q2,2024
2024-06-08,Home & Garden,West,Returning,Online,451.53,5,0.0,2257.65,3.5,45,2024-06,2024Q2,2024
2024-06-08,Clothing,East,Returning,Mobile App,159.91,3,0.1,431.76,2.0,20,2024-06,2024Q2,2024
2024-06-08,Sports,East,Returning,In-Store,66.61,4,0.0,266.44,4.0,44,2024-06,2024Q2,2024
2024-06-09,Electronics,North,Returning,Mobile App,500.58,2,0.05,951.1,4.3,45,2024-06,2024Q2,2024
2024-06-09,Sports,West,New,Mobile App,22.06,3,0.0,66.18,4.8,52,2024-06,2024Q2,2024
2024-06-09,Books,North,New,Online,41.86,5,0.0,209.3,4.1,49,2024-06,2024Q2,2024
2024-06-09,Books,South,VIP,Mobile App,32.33,4,0.0,129.32,3.7,53,2024-06,2024Q2,2024
2024-06-09,Clothing,West,Returning,In-Store,148.73,5,0.2,594.92,3.5,53,2024-06,2024Q2,2024
2024-06-09,Sports,South,New,In-Store,173.68,3,0.0,521.04,3.9,19,2024-06,2024Q2,2024
2024-06-10,Home & Garden,Central,VIP,In-Store,324.64,4,0.2,1038.85,3.4,42,2024-06,2024Q2,2024
2024-06-10,Books,South,New,In-Store,33.71,1,0.0,33.71,4.6,47,2024-06,2024Q2,2024
2024-06-10,Home & Garden,East,Returning,In-Store,369.78,1,0.05,351.29,3.3,20,2024-06,2024Q2,2024
2024-06-11,Sports,East,New,Online,50.01,2,0.0,100.02,4.3,21,2024-06,2024Q2,2024
2024-06-11,Sports,Central,Returning,Online,228.51,4,0.2,731.23,3.7,35,2024-06,2024Q2,2024
2024-06-11,Books,East,VIP,In-Store,26.32,4,0.15,89.49,3.7,24,2024-06,2024Q2,2024
2024-06-11,Home & Garden,Central,New,Online,141.38,1,0.0,141.38,3.0,49,2024-06,2024Q2,2024
2024-06-13,Books,West,New,Mobile App,8.95,2,0.1,16.11,2.2,56,2024-06,2024Q2,2024
2024-06-13,Sports,West,Returning,Online,74.16,3,0.0,222.48,4.3,51,2024-06,2024Q2,2024
2024-06-13,Electronics,West,VIP,Online,747.66,3,0.0,2242.98,3.8,29,2024-06,2024Q2,2024
2024-06-13,Clothing,North,VIP,Online,72.74,5,0.05,345.52,3.7,41,2024-06,2024Q2,2024
2024-06-14,Electronics,South,VIP,In-Store,508.67,4,0.2,1627.74,3.8,50,2024-06,2024Q2,2024
2024-06-14,Sports,East,Returning,In-Store,43.49,4,0.15,147.87,3.5,18,2024-06,2024Q2,2024
2024-06-14,Clothing,East,Returning,In-Store,29.38,1,0.0,29.38,3.2,40,2024-06,2024Q2,2024
